home_uid,host_uid,host_programme,label,reason,labelled_by
uns-pmf:I052,epfl:CS-489,epfl-cs-msc,0,"Experience design studio, not UML modelling.","claude, blind"
uns-pmf:I052,epfl:CS-522,epfl-cs-msc,0,"Systems design principles, not UML.","claude, blind"
uns-pmf:I052,epfl:CS-550,epfl-cs-msc,0,"Formal verification, not UML modelling.","claude, blind"
uns-pmf:I052,epfl:ENG-466,epfl-cs-msc,0,"Distributed intelligent systems, not information system modelling.","claude, blind"
uns-pmf:I052,epfl:MATH-352,epfl-cs-msc,0,"Causal inference, unrelated.","claude, blind"
uns-pmf:I111,epfl:COM-501,epfl-cs-msc,0,"Advanced cryptography, not mathematical logic.","claude, blind"
uns-pmf:I111,epfl:CS-428,epfl-cs-msc,0,Mechanized proof practice assumes logic rather than teaching its foundations.,"claude, blind"
uns-pmf:I111,epfl:CS-459,epfl-cs-msc,0,"Probabilistic proof systems, complexity theory.","claude, blind"
uns-pmf:I111,epfl:CS-462,epfl-cs-msc,0,Language semantics with only brief set and relation preliminaries.,"claude, blind"
uns-pmf:I111,epfl:CS-550,epfl-cs-msc,1,"Reviews sets, relations, propositional and first-order logic but centres on verification tools.","claude, blind"
uns-pmf:I111,epfl:MATH-483,epfl-cs-msc,1,Advanced logic and computability assumes propositional and predicate calculus basics.,"claude, blind"
uns-pmf:I111,epfl:MGT-435,epfl-cs-msc,0,"Game theory, unrelated.","claude, blind"
uns-pmf:I143,epfl:COM-502,epfl-cs-msc,0,Dynamical systems uses linear algebra but does not teach it.,"claude, blind"
uns-pmf:I143,epfl:CS-433,epfl-cs-msc,0,Machine learning assumes linear algebra.,"claude, blind"
uns-pmf:I143,epfl:CS-439,epfl-cs-msc,0,Optimization for ML assumes linear algebra.,"claude, blind"
uns-pmf:I143,epfl:CS-450,epfl-cs-msc,0,"Algorithms course, not linear algebra.","claude, blind"
uns-pmf:I143,epfl:CS-455,epfl-cs-msc,0,"Approximation algorithms, not linear algebra.","claude, blind"
uns-pmf:I143,epfl:CS-526,epfl-cs-msc,0,"Learning theory, not linear algebra.","claude, blind"
uns-pmf:I143,epfl:EE-554,epfl-cs-msc,0,"Speech processing, not linear algebra.","claude, blind"
uns-pmf:I143,epfl:PHYS-512,epfl-cs-msc,0,"Statistical physics methods, not linear algebra.","claude, blind"
uns-pmf:I151,epfl:CS-412,epfl-cs-msc,0,"Software security, unrelated.","claude, blind"
uns-pmf:I151,epfl:CS-421,epfl-cs-msc,0,"ML for behavioural data, not AI search and knowledge representation.","claude, blind"
uns-pmf:I151,epfl:CS-433,epfl-cs-msc,0,"Machine learning covers only the brief ML part, not search or logic-based AI.","claude, blind"
uns-pmf:I151,epfl:CS-461,epfl-cs-msc,0,"Generative models, not classical AI foundations.","claude, blind"
uns-pmf:I151,epfl:CS-462,epfl-cs-msc,0,"Programming language theory, unrelated.","claude, blind"
uns-pmf:I151,epfl:CS-500,epfl-cs-msc,0,"AI product management, not AI techniques.","claude, blind"
uns-pmf:I151,epfl:CS-503,epfl-cs-msc,0,"Computer vision, not classical AI.","claude, blind"
uns-pmf:I151,epfl:CS-552,epfl-cs-msc,0,Neural NLP covers only a minor strand of the home course.,"claude, blind"
uns-pmf:I151,epfl:DH-415,epfl-cs-msc,0,"Ethics and law of AI, no AI techniques.","claude, blind"
uns-pmf:I151,epfl:ENG-466,epfl-cs-msc,0,"Swarm and distributed systems, not classical AI search and logic.","claude, blind"
uns-pmf:I151,epfl:MGT-435,epfl-cs-msc,0,"Game theory and mechanism design, not AI search and inference.","claude, blind"
uns-pmf:I162,epfl:COM-501,epfl-cs-msc,0,"Cryptography, unrelated.","claude, blind"
uns-pmf:I162,epfl:CS-401,epfl-cs-msc,0,"Applied data analysis, not numerical analysis.","claude, blind"
uns-pmf:I162,epfl:CS-411,epfl-cs-msc,0,"Digital education, unrelated.","claude, blind"
uns-pmf:I162,epfl:CS-428,epfl-cs-msc,0,"Theorem proving, unrelated.","claude, blind"
uns-pmf:I162,epfl:CS-450,epfl-cs-msc,0,"Algorithm design, not numerical analysis.","claude, blind"
uns-pmf:I162,epfl:CS-457,epfl-cs-msc,0,Geometric computing uses numerical optimization but not classical numerical analysis.,"claude, blind"
uns-pmf:I162,epfl:CS-550,epfl-cs-msc,0,"Formal verification, not numerical methods.","claude, blind"
uns-pmf:I162,epfl:CS-599,epfl-cs-msc,0,"Master thesis project, not a course equivalent.","claude, blind"
uns-pmf:I162,epfl:MATH-483,epfl-cs-msc,0,"Computability and logic, unrelated.","claude, blind"
uns-pmf:I162,epfl:MICRO-512,epfl-cs-msc,0,"Image processing with splines, not numerical analysis.","claude, blind"
uns-pmf:I162,epfl:NX-465,epfl-cs-msc,0,"Computational neuroscience models, not numerical methods.","claude, blind"
uns-pmf:I162,epfl:PHYS-512,epfl-cs-msc,0,"Statistical physics methods, not numerical analysis.","claude, blind"
uns-pmf:I211,epfl:COM-406,epfl-cs-msc,0,"Information theory and signal processing, unrelated.","claude, blind"
uns-pmf:I211,epfl:COM-501,epfl-cs-msc,0,"Cryptography, not sets and logic foundations.","claude, blind"
uns-pmf:I211,epfl:CS-428,epfl-cs-msc,0,"Theorem proving practice, not naive set theory and logic basics.","claude, blind"
uns-pmf:I211,epfl:CS-455,epfl-cs-msc,0,"Approximation algorithms, unrelated to discrete foundations.","claude, blind"
uns-pmf:I211,epfl:CS-459,epfl-cs-msc,0,"Probabilistic proofs, advanced complexity theory.","claude, blind"
uns-pmf:I211,epfl:CS-462,epfl-cs-msc,0,Language semantics with only brief set and relation preliminaries.,"claude, blind"
uns-pmf:I211,epfl:CS-472,epfl-cs-msc,0,"Logic synthesis for hardware, not discrete foundations.","claude, blind"
uns-pmf:I211,epfl:CS-550,epfl-cs-msc,1,"Reviews sets, relations and first-order logic but focuses on verification.","claude, blind"
uns-pmf:I211,epfl:MATH-483,epfl-cs-msc,0,"Computability and incompleteness, beyond naive set theory and basic logic.","claude, blind"
uns-pmf:I242,epfl:CS-463,epfl-cs-msc,0,"Accelerator and GPU co-design, assumes basic architecture.","claude, blind"
uns-pmf:I242,epfl:CS-470,epfl-cs-msc,1,Advanced processor architecture builds on intro architecture; overlaps processor design only.,"claude, blind"
uns-pmf:I242,epfl:CS-471,epfl-cs-msc,1,Advanced multiprocessor architecture overlaps caches and memory but assumes intro architecture.,"claude, blind"
uns-pmf:I242,epfl:CS-472,epfl-cs-msc,0,"Logic synthesis tooling, not computer organisation.","claude, blind"
uns-pmf:I242,epfl:CS-473,epfl-cs-msc,1,"Covers memory, buses, I/O and interrupts of embedded SoCs but not digital logic or assembler basics.","claude, blind"
uns-pmf:I242,epfl:CS-476,epfl-cs-msc,0,"Embedded co-design, not computer organisation fundamentals.","claude, blind"
uns-pmf:I242,epfl:CS-522,epfl-cs-msc,0,"System design principles, not computer organisation.","claude, blind"
uns-pmf:I251,epfl:CS-401,epfl-cs-msc,0,"Data analysis, not software engineering.","claude, blind"
uns-pmf:I251,epfl:CS-411,epfl-cs-msc,0,"Digital education, unrelated.","claude, blind"
uns-pmf:I251,epfl:CS-412,epfl-cs-msc,0,"Software security, only touches secure lifecycle and testing.","claude, blind"
uns-pmf:I251,epfl:CS-420,epfl-cs-msc,0,"Compiler construction, not software engineering.","claude, blind"
uns-pmf:I251,epfl:CS-440,epfl-cs-msc,0,"Computer graphics rendering, unrelated.","claude, blind"
uns-pmf:I251,epfl:CS-462,epfl-cs-msc,0,"Programming language theory, not software engineering.","claude, blind"
uns-pmf:I251,epfl:CS-476,epfl-cs-msc,0,"Embedded co-design, not software engineering.","claude, blind"
uns-pmf:I251,epfl:CS-486,epfl-cs-msc,0,"Interaction design, not software engineering process.","claude, blind"
uns-pmf:I251,epfl:CS-500,epfl-cs-msc,0,"AI product management, not software engineering methods.","claude, blind"
uns-pmf:I251,epfl:CS-510,epfl-cs-msc,0,"Software security seminar, not software engineering.","claude, blind"
uns-pmf:I251,epfl:CS-522,epfl-cs-msc,0,"Systems design principles, not software process.","claude, blind"
uns-pmf:I251,epfl:CS-599,epfl-cs-msc,0,"Master thesis project, not a course equivalent.","claude, blind"
uns-pmf:I251,epfl:MICRO-512,epfl-cs-msc,0,"Image processing, unrelated.","claude, blind"
uns-pmf:I262,epfl:COM-404,epfl-cs-msc,0,"Information theory, unrelated.","claude, blind"
uns-pmf:I262,epfl:COM-480,epfl-cs-msc,0,"Data visualization with JavaScript, not server-side information systems.","claude, blind"
uns-pmf:I262,epfl:CS-412,epfl-cs-msc,0,"Software security, not three-tier application development.","claude, blind"
uns-pmf:I262,epfl:CS-420,epfl-cs-msc,0,"Compiler construction, unrelated.","claude, blind"
uns-pmf:I262,epfl:CS-428,epfl-cs-msc,0,"Theorem proving, unrelated to web information systems.","claude, blind"
uns-pmf:I262,epfl:CS-460,epfl-cs-msc,0,"Data systems internals, not ORM and web application development.","claude, blind"
uns-pmf:I262,epfl:CS-462,epfl-cs-msc,0,"Programming language theory, unrelated.","claude, blind"
uns-pmf:I262,epfl:CS-477,epfl-cs-msc,0,"Operating systems kernel, unrelated.","claude, blind"
uns-pmf:I262,epfl:CS-522,epfl-cs-msc,0,"Systems design principles, not web application implementation.","claude, blind"
uns-pmf:I262,epfl:MICRO-511,epfl-cs-msc,0,"Image processing, unrelated.","claude, blind"
uns-pmf:I263,epfl:COM-407,epfl-cs-msc,0,"Computer networks, not web application programming.","claude, blind"
uns-pmf:I263,epfl:COM-480,epfl-cs-msc,1,Teaches JavaScript and D3 web development for visualization but no server-side or database part.,"claude, blind"
uns-pmf:I263,epfl:CS-412,epfl-cs-msc,0,Software security with a web security topic only.,"claude, blind"
uns-pmf:I263,epfl:CS-420,epfl-cs-msc,0,"Compiler construction, unrelated.","claude, blind"
uns-pmf:I263,epfl:CS-421,epfl-cs-msc,0,"ML for behavioural data, unrelated.","claude, blind"
uns-pmf:I263,epfl:CS-428,epfl-cs-msc,0,"Theorem proving, unrelated.","claude, blind"
uns-pmf:I263,epfl:CS-460,epfl-cs-msc,0,"Data systems, not web programming.","claude, blind"
uns-pmf:I263,epfl:CS-462,epfl-cs-msc,0,"Programming language theory, unrelated.","claude, blind"
uns-pmf:I263,epfl:CS-486,epfl-cs-msc,0,"Interaction design methods, not web programming.","claude, blind"
uns-pmf:I263,epfl:CS-522,epfl-cs-msc,0,"Systems principles, not web programming.","claude, blind"
uns-pmf:I321,epfl:COM-401,epfl-cs-msc,0,"Cryptography, unrelated.","claude, blind"
uns-pmf:I321,epfl:COM-418,epfl-cs-msc,0,"Audio signal processing, only mentions converters.","claude, blind"
uns-pmf:I321,epfl:COM-501,epfl-cs-msc,0,"Cryptography, unrelated.","claude, blind"
uns-pmf:I321,epfl:COM-506,epfl-cs-msc,0,"Cryptography seminar, unrelated.","claude, blind"
uns-pmf:I321,epfl:CS-411,epfl-cs-msc,0,"Digital education, unrelated.","claude, blind"
uns-pmf:I321,epfl:CS-453,epfl-cs-msc,0,"Concurrent algorithms, not electronics.","claude, blind"
uns-pmf:I321,epfl:CS-462,epfl-cs-msc,0,"Programming language theory, unrelated.","claude, blind"
uns-pmf:I321,epfl:CS-472,epfl-cs-msc,1,Covers combinational and sequential logic synthesis but no semiconductor or analog electronics.,"claude, blind"
uns-pmf:I321,epfl:CS-473,epfl-cs-msc,0,"Embedded SoC programming, not electronic circuits.","claude, blind"
uns-pmf:I321,epfl:CS-522,epfl-cs-msc,0,"Systems design principles, not electronics.","claude, blind"
uns-pmf:I321,epfl:CS-524,epfl-cs-msc,0,"Complexity theory, unrelated.","claude, blind"
uns-pmf:I321,epfl:EE-512,epfl-cs-msc,0,"Biomedical signal processing, not digital electronics.","claude, blind"
uns-pmf:I321,epfl:MICRO-511,epfl-cs-msc,0,"Image processing, not digital electronics.","claude, blind"
uns-pmf:I322,epfl:COM-407,epfl-cs-msc,0,"Computer networks, not software tools.","claude, blind"
uns-pmf:I322,epfl:COM-490,epfl-cs-msc,1,"Hands-on Python, notebooks and version control tooling, arguable fit for a tools lab.","claude, blind"
uns-pmf:I322,epfl:CS-401,epfl-cs-msc,1,"Hands-on data science tooling could stand in for an applied software tools course, perhaps.","claude, blind"
uns-pmf:I322,epfl:CS-411,epfl-cs-msc,0,"Digital education research, not tool practice.","claude, blind"
uns-pmf:I322,epfl:CS-412,epfl-cs-msc,0,"Software security, not software tools.","claude, blind"
uns-pmf:I322,epfl:CS-420,epfl-cs-msc,0,"Compiler construction, not software tools.","claude, blind"
uns-pmf:I322,epfl:CS-440,epfl-cs-msc,0,"Rendering algorithms, not software tool usage.","claude, blind"
uns-pmf:I322,epfl:CS-462,epfl-cs-msc,0,"Programming language theory, not software tools.","claude, blind"
uns-pmf:I322,epfl:CS-498,epfl-cs-msc,0,"Research project, not a tools course.","claude, blind"
uns-pmf:I322,epfl:CS-522,epfl-cs-msc,0,"Systems principles, not software tools.","claude, blind"
uns-pmf:I322,epfl:CS-550,epfl-cs-msc,0,"Formal verification, not general software tools.","claude, blind"
uns-pmf:I322,epfl:CS-596,epfl-cs-msc,0,"Research project, not a tools course.","claude, blind"
uns-pmf:I322,epfl:CS-599,epfl-cs-msc,0,"Master thesis project, not a course equivalent.","claude, blind"
uns-pmf:I342,epfl:COM-512,epfl-cs-msc,0,Random graph models assume basic graph theory.,"claude, blind"
uns-pmf:I342,epfl:COM-516,epfl-cs-msc,0,"Markov chains, not graph theory.","claude, blind"
uns-pmf:I342,epfl:CS-448,epfl-cs-msc,0,"Sublinear algorithms, advanced and different.","claude, blind"
uns-pmf:I342,epfl:CS-450,epfl-cs-msc,0,"Algorithm design course lacks Euler, Hamilton, planarity and combinatorics.","claude, blind"
uns-pmf:I342,epfl:CS-455,epfl-cs-msc,0,Approximation algorithms assume graph theory.,"claude, blind"
uns-pmf:I342,epfl:CS-524,epfl-cs-msc,0,"Complexity theory, not graph theory.","claude, blind"
uns-pmf:I342,epfl:EE-452,epfl-cs-msc,0,"Graph machine learning, not classical graph theory.","claude, blind"
uns-pmf:I342,epfl:MATH-352,epfl-cs-msc,0,"Causal inference, unrelated.","claude, blind"
uns-pmf:I342,epfl:PHYS-512,epfl-cs-msc,0,"Statistical physics methods, not graph theory basics.","claude, blind"
uns-pmf:I364,epfl:COM-404,epfl-cs-msc,2,"Covers entropy, source coding, channel capacity and channel coding, the full home syllabus in more depth.","claude, blind"
uns-pmf:I364,epfl:COM-406,epfl-cs-msc,1,Includes information measures and compression but not coding theory.,"claude, blind"
uns-pmf:I364,epfl:COM-501,epfl-cs-msc,0,"Cryptography, not information theory and coding.","claude, blind"
uns-pmf:I364,epfl:COM-506,epfl-cs-msc,0,"Cryptography seminar, unrelated.","claude, blind"
uns-pmf:I364,epfl:CS-455,epfl-cs-msc,0,"Approximation algorithms, unrelated.","claude, blind"
uns-pmf:I364,epfl:CS-522,epfl-cs-msc,0,"Systems principles, unrelated.","claude, blind"
uns-pmf:I364,epfl:CS-524,epfl-cs-msc,0,"Complexity theory, unrelated.","claude, blind"
uns-pmf:I364,epfl:MGT-416,epfl-cs-msc,0,"Causal inference, unrelated.","claude, blind"
uns-pmf:I364,epfl:MICRO-511,epfl-cs-msc,0,"Image processing, unrelated.","claude, blind"
uns-pmf:I364,epfl:PHYS-512,epfl-cs-msc,0,"Statistical physics methods, unrelated.","claude, blind"
uns-pmf:M-05,epfl:COM-404,epfl-cs-msc,0,"Information theory, not accounting.","claude, blind"
uns-pmf:M-05,epfl:COM-406,epfl-cs-msc,0,"Data science foundations, not accounting.","claude, blind"
uns-pmf:M-05,epfl:CS-401,epfl-cs-msc,0,"Data analysis, not accounting.","claude, blind"
uns-pmf:M-05,epfl:CS-420,epfl-cs-msc,0,"Compiler construction, not accounting.","claude, blind"
uns-pmf:M-05,epfl:CS-428,epfl-cs-msc,0,"Theorem proving, not accounting.","claude, blind"
uns-pmf:M-05,epfl:CS-453,epfl-cs-msc,0,"Concurrent computing, not accounting.","claude, blind"
uns-pmf:M-05,epfl:CS-460,epfl-cs-msc,0,"Data systems, not accounting.","claude, blind"
uns-pmf:M-05,epfl:CS-462,epfl-cs-msc,0,"Programming language theory, not accounting.","claude, blind"
uns-pmf:M-05,epfl:CS-522,epfl-cs-msc,0,"Computer systems, not accounting.","claude, blind"
uns-pmf:M-05,epfl:CS-526,epfl-cs-msc,0,"Learning theory, not accounting.","claude, blind"
uns-pmf:M-05,epfl:EE-452,epfl-cs-msc,0,"Graph machine learning, not accounting.","claude, blind"
uns-pmf:M-05,epfl:MATH-352,epfl-cs-msc,0,"Causal inference, not accounting.","claude, blind"
uns-pmf:M-05,epfl:MGT-416,epfl-cs-msc,0,"Causal inference, not accounting.","claude, blind"
uns-pmf:M-05,epfl:MGT-427,epfl-cs-msc,0,"Project management, not accounting.","claude, blind"
uns-pmf:M3-22,epfl:COM-417,epfl-cs-msc,0,"Probability theory, not financial mathematics.","claude, blind"
uns-pmf:M3-22,epfl:COM-501,epfl-cs-msc,0,"Cryptography, unrelated.","claude, blind"
uns-pmf:M3-22,epfl:COM-516,epfl-cs-msc,0,"Markov chains, not financial mathematics.","claude, blind"
uns-pmf:M3-22,epfl:CS-420,epfl-cs-msc,0,"Compiler construction, unrelated.","claude, blind"
uns-pmf:M3-22,epfl:CS-433,epfl-cs-msc,0,"Machine learning, unrelated.","claude, blind"
uns-pmf:M3-22,epfl:CS-450,epfl-cs-msc,0,"Algorithms with finance examples, not financial mathematics.","claude, blind"
uns-pmf:M3-22,epfl:CS-459,epfl-cs-msc,0,"Probabilistic proofs, unrelated.","claude, blind"
uns-pmf:M3-22,epfl:MATH-483,epfl-cs-msc,0,"Logic and computability, unrelated.","claude, blind"
uns-pmf:M3-22,epfl:MATH-493,epfl-cs-msc,0,"Biostatistics, not financial mathematics.","claude, blind"
uns-pmf:M3-22,epfl:MGT-416,epfl-cs-msc,0,"Causal inference with finance examples only, not interest or bonds.","claude, blind"
uns-pmf:M3-22,epfl:MGT-435,epfl-cs-msc,0,"Algorithmic game theory, not financial mathematics.","claude, blind"
uns-pmf:M3-22,epfl:NX-465,epfl-cs-msc,0,"Computational neuroscience, unrelated.","claude, blind"
uns-pmf:M3-22,epfl:PHYS-512,epfl-cs-msc,0,"Statistical physics, unrelated.","claude, blind"
uns-pmf:M3-23,epfl:COM-417,epfl-cs-msc,0,"Probability theory, unrelated.","claude, blind"
uns-pmf:M3-23,epfl:COM-440,epfl-cs-msc,0,"Quantum cryptography, not public finance.","claude, blind"
uns-pmf:M3-23,epfl:COM-501,epfl-cs-msc,0,"Cryptography, unrelated.","claude, blind"
uns-pmf:M3-23,epfl:CS-420,epfl-cs-msc,0,"Compiler construction, unrelated.","claude, blind"
uns-pmf:M3-23,epfl:CS-450,epfl-cs-msc,0,"Algorithms, unrelated to finance.","claude, blind"
uns-pmf:M3-23,epfl:CS-455,epfl-cs-msc,0,"Theoretical CS, unrelated.","claude, blind"
uns-pmf:M3-23,epfl:CS-460,epfl-cs-msc,0,"Data systems, unrelated.","claude, blind"
uns-pmf:M3-23,epfl:CS-462,epfl-cs-msc,0,"Programming language theory, unrelated.","claude, blind"
uns-pmf:M3-23,epfl:CS-498,epfl-cs-msc,0,"Research project, unrelated.","claude, blind"
uns-pmf:M3-23,epfl:CS-522,epfl-cs-msc,0,"Computer systems, unrelated.","claude, blind"
uns-pmf:M3-23,epfl:CS-526,epfl-cs-msc,0,"Learning theory, unrelated.","claude, blind"
uns-pmf:M3-23,epfl:EE-512,epfl-cs-msc,0,"Biomedical signal processing, unrelated.","claude, blind"
uns-pmf:M3-23,epfl:MGT-416,epfl-cs-msc,0,"Causal inference, not monetary or public finance.","claude, blind"
uns-pmf:I021,kth:DD2257,kth-cs-msc,0,"Visualization algorithms, not basic data structures.","claude, blind"
uns-pmf:I021,kth:DD2358,kth-cs-msc,0,"High performance computing, not dynamic data structures.","claude, blind"
uns-pmf:I021,kth:DD2367,kth-cs-msc,0,"Quantum computing, unrelated to basic data structures.","claude, blind"
uns-pmf:I021,kth:DD2424,kth-cs-msc,0,"Deep learning, unrelated.","claude, blind"
uns-pmf:I021,kth:DD2440,kth-cs-msc,0,Advanced algorithms assumes basic data structures.,"claude, blind"
uns-pmf:I021,kth:DD2452,kth-cs-msc,0,"Formal methods, unrelated.","claude, blind"
uns-pmf:I021,kth:DD2481,kth-cs-msc,0,"Programming language principles, not list and stack implementation.","claude, blind"
uns-pmf:I021,kth:DD2484,kth-cs-msc,0,"Advanced programming language topics, unrelated.","claude, blind"
uns-pmf:I021,kth:DD2542,kth-cs-msc,0,"Seminar on advanced algorithms, not basic data structures.","claude, blind"
uns-pmf:I021,kth:DD2552,kth-cs-msc,0,"Seminar on theory and formal methods, not data structures.","claude, blind"
uns-pmf:I021,kth:DH2321,kth-cs-msc,0,"Information visualization, not data structures.","claude, blind"
uns-pmf:I021,kth:ID2200,kth-cs-msc,0,"Operating systems, not data structures.","claude, blind"
uns-pmf:I021,kth:ID2202,kth-cs-msc,0,"Compiler construction, not data structures.","claude, blind"
uns-pmf:I032,kth:DD2373,kth-cs-msc,0,"Automata theory, not OOP.","claude, blind"
uns-pmf:I032,kth:DD2452,kth-cs-msc,0,"Formal verification, not OOP.","claude, blind"
uns-pmf:I032,kth:DD2459,kth-cs-msc,0,"Software testing, not OOP programming.","claude, blind"
uns-pmf:I032,kth:DD2481,kth-cs-msc,0,"Language theory, not OOP practice.","claude, blind"
uns-pmf:I032,kth:DD2484,kth-cs-msc,0,"Advanced language topics, not OOP.","claude, blind"
uns-pmf:I032,kth:DD2489,kth-cs-msc,0,"Functional programming in Clojure, not object-oriented programming.","claude, blind"
uns-pmf:I032,kth:DD2557,kth-cs-msc,0,"Program semantics, not OOP.","claude, blind"
uns-pmf:I032,kth:DH2413,kth-cs-msc,0,"Computer graphics, not OOP.","claude, blind"
uns-pmf:I032,kth:ID2200,kth-cs-msc,0,"Operating systems, not OOP.","claude, blind"
uns-pmf:I032,kth:ID2202,kth-cs-msc,0,"Compiler construction, not OOP.","claude, blind"
uns-pmf:I034,kth:DD2373,kth-cs-msc,0,"Automata theory, not combinatorics and graphs.","claude, blind"
uns-pmf:I034,kth:DD2420,kth-cs-msc,0,"Probabilistic graphical models, not graph theory basics.","claude, blind"
uns-pmf:I034,kth:DD2440,kth-cs-msc,0,Advanced algorithms assume discrete maths.,"claude, blind"
uns-pmf:I034,kth:DD2445,kth-cs-msc,0,"Complexity theory, unrelated.","claude, blind"
uns-pmf:I034,kth:SF1626,kth-cs-msc,0,"Multivariable calculus, unrelated.","claude, blind"
uns-pmf:I034,kth:SF2740,kth-cs-msc,1,Covers the graph theory half in depth but not counting techniques.,"claude, blind"
uns-pmf:I034,kth:SF2741,kth-cs-msc,1,"Covers the counting half (inclusion-exclusion, enumeration) at a higher level but no graph part.","claude, blind"
uns-pmf:I034,kth:SF2940,kth-cs-msc,0,"Probability theory, not discrete mathematics.","claude, blind"
uns-pmf:I034,kth:SF2956,kth-cs-msc,0,"Topological data analysis, not elementary combinatorics.","claude, blind"
uns-pmf:I034,kth:SF2972,kth-cs-msc,0,"Game theory, unrelated.","claude, blind"
uns-pmf:I052,kth:DD2417,kth-cs-msc,0,"Language engineering, unrelated.","claude, blind"
uns-pmf:I052,kth:DD2452,kth-cs-msc,0,"Formal verification, not UML modelling.","claude, blind"
uns-pmf:I052,kth:DD2459,kth-cs-msc,1,Includes graphical requirements and use case modelling but focuses on testing.,"claude, blind"
uns-pmf:I052,kth:DD2460,kth-cs-msc,0,"Formal modelling in Event-B, not UML.","claude, blind"
uns-pmf:I052,kth:DD2477,kth-cs-msc,0,"Information retrieval, unrelated.","claude, blind"
uns-pmf:I052,kth:DD2480,kth-cs-msc,1,Software engineering covers requirements and design patterns but not UML modelling in depth.,"claude, blind"
uns-pmf:I052,kth:DD2481,kth-cs-msc,0,"Programming language theory, not UML.","claude, blind"
uns-pmf:I052,kth:DD2525,kth-cs-msc,0,"Language-based security, unrelated.","claude, blind"
